,ID,카테고리,소분류,제목,주소,전화번호,경도,위도,애완동물동반가능정보,주차시설,쉬는날,영업시간,이용요금,화장실설명,외국어안내서비스,사고보험가입여부,판매품목,편의시설,대표메뉴,포장가능여부,입실시간,퇴실시간,부대시설,키워드리스트,이미지주소1,이미지주소2
147,549,음식,한식,송림가든,인천 옹진군 덕적면 덕적남로 626-3,032-832-3649,126.11583,37.224809,,"있음(3대, 주차요금 무료)",연중무휴,"07:00~21:00
브레이크 타임 없음",,"있음 (남녀구분, 업소외부 위치)",,,,,백반,불가,,,,"송림/141,가든/135,오리/129,수육/90,맛집/87,대청댐/47,청주/35,정말/33,돌솥/32,정식/31,숙소/29,시간/29,펜션/27,위치/27,식당/26,여행/24,추가/24,추천/23,메뉴/23,방문/23,태안/23,사진/22,진짜/21,돌솥밥/21,반찬/20,기타/20,대전/20,복사/20,이웃/20,본문/20,기능/20,백숙/19,코스/19,요리/18,해남/18,버스/18,가족/18,우리/18,사람/18,부추/17,고기/17,바로/17,현도면/16,평창/16,정도/16,청주시/15,서원구/15,예약/15,도착/15,저희/15,송림가든/1,음식/1,한식/1,옹진군 /1,덕적면 /1",https://mp-seoul-image-production-s3.mangoplate.com/127904/1682469_1594744611081_22168,https://ldb-phinf.pstatic.net/20190814_284/1565771400516Fnuvo_JPEG/zucCMnjb50Bp1iUt-_vvYASb.JPG.jpg
148,553,음식,아시아식,스와갓인디아 레스토랑,인천 연수구 하모니로 124,032-834-2548,126.645166,37.3856616,,"있음(120대, 주차요금 무료)",명절 기간 휴무,"11:30~22:00
브레이크 타임 없음",,"있음 (남녀구분, 업소외부 위치)","영어, 인도어 회화 가능 직원 있음",,,,인도커리,가능,,,,"커리/199,인도/163,레스토랑/151,인디아/149,송도/147,맛집/104,인도요리/96,치킨/73,메뉴/69,세트/60,주문/59,인천/57,음식/52,카레/49,라씨/47,사모사/46,정말/44,향신료/41,갈릭/40,커플/39,버터/38,탄두리치킨/38,소스/33,연수구/33,하모니/31,진짜/30,방문/30,느낌/30,추가/30,추천/29,강황/29,요리/26,주차/26,선택/25,종류/25,저희/25,음료/23,라이스/22,마리/22,탄두리/21,생각/20,기타/19,처음/19,인천광역시/19,복사/19,테이블/19,이웃/19,본문/19,전문점/19,기능/19,아시아식/1,스와갓인디아 레스토랑/1,연수구 /1",https://mp-seoul-image-production-s3.mangoplate.com/255566/533317_1461081265487_111118,"https://mp-seoul-image-production-s3.mangoplate.com/255566/533317_1461081265487_111117?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
149,556,음식,한식,경복궁 송도본점,인천 연수구 청량로 120,032-831-7776,126.654955,37.4181353,,있음(50대 이상)/무료,연중무휴,"11:30~22:00
/브레이크 타임 (주중)15:00~17:00",,"남녀구분, 업소내부 위치",메뉴판 내 영문 표기,,,,"런치숯불갈비살 한정식(점심특선), 한우설화꽃등심 코스",가능,,,,"경복궁/207,송도/187,상견례/150,본점/133,코스/77,식사/73,저희/66,예약/65,인천/63,가족/53,고기/48,부모님/47,준비/40,한우/37,음식/32,갈비/32,한정식/32,연수구/31,양가/29,주문/27,자리/26,장소/26,우리/26,직원/25,위치/25,추가/25,선물/24,처음/23,청량로/23,하나/23,후기/23,정말/22,이웃/22,요리/21,메뉴/21,분위기/21,마을/21,사진/20,기타/20,엄마/20,미리/20,복사/20,본문/20,생각/20,기능/20,소스/19,인천광역시/19,모임/19,바로/19,느낌/19,한식/1,연수구 /1,경복궁 송도본점/1",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzAzMDFfMTY3%2FMDAxNDg4MzY3MjQ4NTcz.4ODn4kkWzYvPVt4pDyyHtxskmlFPu3yHjpAcu_dNAmAg.OE7EYX7FMcZhjCvi_YIkR-GLoevxQ463743lYZ8Tsr8g.JPEG.suriring%2FNaverBlog_20170301_202047_01.jpg=sc960_832,https://img.siksinhot.com/story/1501382245663111.jpg
150,559,음식,한식,신바람볶음닭,인천 미추홀구 한나루로 464,032-888-7700,126.66794,37.4483757,,,"매월 2,4주 월요일 휴무","12:00~22:00
브레이크 타임 없음",,"있음 (남녀구분, 업소외부 위치)",,,,,웰빙초계탕,가능,,,,"볶음/168,신바람/124,맛집/99,인천/64,미추홀/47,국수/30,관교동/27,치즈/27,야채/26,정말/25,여름/24,육수/24,추천/24,인천광역시/24,인하/23,가게/22,시간/22,주문/21,기타/20,볶음밥/20,주차/20,방문/20,추가/20,복사/19,닭고기/19,이웃/19,본문/19,기능/19,사장/19,음식/18,느낌/17,요리/16,양념/16,먹기/15,진짜/15,더위/15,메뉴/15,닭볶음탕/15,위치/15,식초/15,생각/15,예약/15,겨자/15,쯔양/14,메뉴판/13,오후/13,월요일/13,영업/13,바로/12,오늘/11,한식/1,미추홀구 /1,신바람볶음닭/1",https://img.siksinhot.com/place/1590020999550671.jpg,http://imgnews.naver.net/image/5193/2018/06/13/0000225989_001_20200311164029310.jpg
151,562,음식,한식,아바이왕순대,인천 연수구 청명로3번길 11,032-814-8989,126.67352,37.4166691,,"있음(7대, 주차요금 무료)",명절 기간 휴무,"09:00-22:00
브레이크 타임 없음",,"있음 (남녀구분, 업소외부 위치)",,,,,"순대, 순대탕",가능,,,,"순대/266,아바이/141,대국/102,맛집/71,국밥/51,국물/47,고기/39,아바이순대/34,느낌/32,김치/29,주문/29,왕순/28,추가/26,인천/25,진짜/24,방문/24,메뉴/22,서대문/21,사장/21,기타/20,본점/20,시간/20,복사/20,새우젓/20,이웃/20,본문/20,기능/20,노포/20,카레/19,깍두기/18,기본/18,자리/17,근처/17,가게/17,아주/17,오징어순대/17,위치/17,돼지/17,서대문역/17,속초/16,모습/16,연수구/16,정말/16,해장국/16,영업/16,내장/15,부추/14,머릿/14,살짝/14,정도/14,음식/1,아바이왕순대/1,한식/1,연수구 /1",https://d2uja84sd90jmv.cloudfront.net/posts/XzHNjmTLqla1Bfn3v2TBZw/m.jpg,https://d2uja84sd90jmv.cloudfront.net/posts/rMsYaPeoaZpFEDACS7Dl5Q/m.jpg
152,565,음식,한식,아우라지 삼산점,인천 부평구 장제로 346,032-525-4155,126.732601,37.5164056,,"있음(80대, 주차요금 무료)",명절 당일 휴무,"11:30~21:30
브레이크 타임 없음",,"있음 (남녀구분, 업소내부 위치)",,,,,메기 매운탕,가능,,,,"매운탕/220,아우라지/214,산점/162,메기/136,맛집/113,인천/83,수제비/65,삼산동/49,추어탕/48,부평구/44,라면/42,부평/41,로봇/38,추가/37,딜리/35,서빙/34,메뉴/34,국물/34,식사/33,주차장/32,튀김/31,주문/30,참게/30,카페/29,가족/29,예약/28,주차/27,장제로/26,모임/26,음식/25,매장/25,진짜/23,시간/23,야채/23,방문/22,정말/22,반찬/21,기타/21,식당/21,이웃/21,복사/20,본문/20,기능/20,사람/20,사리/19,인천광역시/19,부모님/19,위치/18,셀프/18,오늘/18,한식/1,아우라지 삼산점/1,부평구 /1",https://ldb-phinf.pstatic.net/20230517_165/1684286573829fNmdA_JPEG/_D3A5206%2B_2%BC%DC%B9%E4%C3%DF%BE%EE%C1%A4%BD%C4.jpg,https://ldb-phinf.pstatic.net/20230517_269/1684286605752jOJhH_JPEG/20200525_151335.jpg
153,569,음식,기타,애슐리퀸즈뉴코아인천점,인천 남동구 인하로 485,032-441-1033,126.700691,37.4440157,,있음(무료),연중무휴,"11:00~21:00
브레이크 타임 없음",,"있음 (남녀구분, 업소외부 위치)","메뉴판 내 영문 표기, 영어 회화 가능 직원 있음",,,,샐러드바,불가,,,,"애슐리/297,퀸즈/194,메뉴/154,인천/115,뉴코아/109,디저트/65,종류/58,음식/52,평일/51,시간/48,와플/48,치킨/47,주말/47,접시/46,코너/44,방문/43,가격/41,이용/39,피자/38,파스타/36,디너/34,뉴코아아울렛/32,샐러드/32,가지/31,스테이크/30,시즌/30,자리/28,정말/28,소스/27,말차/27,뷔페/27,남동구/27,초밥/26,이번/26,망고/26,맛집/26,테이블/26,바로/26,튀김/25,추가/25,여기/24,인하/24,타코/23,커피/23,구월동/23,사진/22,크림/22,주차/21,이웃/21,런치/21,기타/1,남동구 /1,애슐리퀸즈뉴코아인천점/1","https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/425857_1451374310774.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/425857_1451374308672.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
154,572,음식,한식,양원,인천 서구 보석로12번안길 28,032-564-5862,126.627127,37.5207685,,"있음(5대, 주차요금 무료)",연중무휴,"16:00~00:00
브레이크 타임 없음 (22시 이후 조기마감 가능)",,"있음 (남녀구분, 업소내부 위치)",,,,,양갈비,가능,,,,"갈비/117,양원/109,맛집/88,양원역/67,양고기/63,중랑구/62,범계/52,메뉴/49,고기/49,소스/40,주문/33,방문/33,정말/33,호크/32,추가/32,세트/31,램마/30,야채/30,스테이크/29,대게/29,공간/29,위치/29,빌라/28,하나/26,바로/26,갈비살/26,먹기/25,거실/25,여주/23,추천/23,시간/23,생각/23,저희/23,숙성/22,정도/22,진짜/21,숙주/21,설치/21,신축/21,구로디지털단지역/21,디지털/21,기능/21,구로/21,사진/20,인테리어/20,주방/20,단지/20,본문/20,범계역/20,느낌/20,음식/1,한식/1,서구 /1",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjEwMDVfMzkg%2FMDAxNjY0OTc3OTA5MTA2.JjGPvWU5cy_d8Sf4ktvn7w7mYQ5kjLkXGdcMQO4_Qw4g.kudjarjODREN5nRnhZ6Y_bK51y-DZC_xU_tcw2m3nDwg.JPEG.newbeen2%2FIMG_6136.jpg=sc960_832,https://dbscthumb-phinf.pstatic.net/1694_000_11/20130620124024595_L3TF848SB.jpg/z2_cp08030139000.jpg?type=m4500_4500_fst
155,576,음식,양식,까사올리브,인천 미추홀구 인하로47번길 5,032-867-0733,126.65415,37.4522291,,,주말 휴무,"11:00~21:00
/브레이크 타임 (평일)15:00~17:00",,"남녀구분, 업소내부 위치",메뉴판 내 영문 표기,,,,"피자, 파스타",전 메뉴 포장 가능,,,,"올리브/102,파스타/89,인하대/59,후문/43,피자/41,맛집/38,카페/28,인천/24,스터디/24,메뉴/23,크림/23,분위기/23,이용/22,해산물/22,추가/22,가격/21,생각/21,인하/21,치즈/19,기타/18,주문/18,이웃/18,소스/17,샐러드/17,복사/17,본문/17,기능/17,음식/16,음료/16,정말/16,미추홀/16,사진/15,번길/15,시간/15,좌석/14,커피/14,정도/14,와인/13,인천광역시/13,오일/13,위치/13,느낌/13,레스토랑/12,방문/12,테이블/12,토마토/12,바로/12,공간/11,개인/11,스파게티/11,까사올리브/1,미추홀구 /1,양식/1",https://ldb-phinf.pstatic.net/20201026_208/1603690123568IeYuT_JPEG/BqokOIZ7EAFNtthcU1TtK1Gy.jpg,"https://mp-seoul-image-production-s3.mangoplate.com/14120/c360_2014-01-18-18-34-39-274.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
156,580,음식,한식,남촌칼국수,인천 남동구 장도로 67,032-442-1808,126.737975,37.3996967,,있음(50대-공영주차장)/무료,여름휴가 기간 휴무(유동적으로 변경되어 별도 문의 필요),"10:30~21:00
/브레이크 타임 없음",,"남녀구분, 업소외부 위치","메뉴판 내 영문, 중국어 표기",,,,해물칼국수,가능,,,,"칼국수/341,만두/164,남촌/137,맛집/80,김치/57,해물/50,국물/44,보리밥/41,바지락/37,주문/36,익산/36,추가/32,사진/29,시간/29,생각/29,음식/28,마산/27,개성/26,메뉴/26,정말/26,하나/25,정도/24,인분/23,하나로/23,겉절이/22,위치/22,짬뽕/21,조금/20,방문/20,이웃/20,여기/20,기타/19,복사/19,본문/19,기능/19,전주/19,저희/19,고기/17,테이블/17,소래포구/17,사람/17,진짜/16,반찬/16,삼계/16,아주/16,손님/16,영업/16,먹기/15,왕만/15,메뉴판/15,한식/1,남동구 /1,남촌칼국수/1",https://mp-seoul-image-production-s3.mangoplate.com/63899/683664_1520171415229_7364,https://img.siksinhot.com/place/1515663290706205.jpg
157,585,음식,일식,와! 참치다,인천 부평구 백범로468번길 41-1,032-423-3323,126.700339,37.4704136,,,"월요일 휴무, 명절 기간 휴무","16:00~01:00
브레이크 타임 없음
(코로나: 16:00~22:00)",,"있음 (남녀구분, 업소내부 위치- 업소 후문 바로 맞은 편)",,,,,참치 회,가능,,,,"참치/654,맛집/99,안양/99,메뉴/82,연어/71,진짜/70,코스/61,점심/57,부위/52,사장/52,위치/41,아주/40,주문/40,정말/40,물회/40,뱃살/39,안양역/38,참치회/36,테이블/35,튀김/34,추가/34,방문/33,초밥/32,와사비/32,바로/31,시간/30,구이/29,저녁/29,여기/28,새우/26,소스/25,무한리필/25,자리/24,리필/24,생각/23,예약/23,최고/22,메로/22,간장/22,특선/21,느낌/21,짬뽕/21,먹기/20,기타/20,처음/20,복사/20,이웃/20,본문/20,기능/20,참다랑어/20,음식/1,와! 참치다/1,부평구 /1,일식/1",https://modo-phinf.pstatic.net/20230217_239/1676618772808AamAE_JPEG/mosaPjMgoc.jpeg,https://ldb-phinf.pstatic.net/20230403_72/1680511386141iaIqK_JPEG/IMG_4676.JPG
158,588,음식,한식,외포리꽃게집,인천 강화군 내가면 중앙로 1206,032-933-9395,126.390397,37.7048849,,"있음(30대, 주차요금 무료/ 대형버스 주차 가능)",매주 수요일 휴무,"09:30~20:30
브레이크 타임 없음",,"있음 (남녀구분, 업소내부 위치)",,,,,꽃게탕,가능,,,,"꽃게/260,외포리/194,꽃게탕/164,맛집/112,강화도/110,간장게장/56,주문/29,동반/29,내가면/27,강화군/27,애견/27,우리/26,방문/24,정말/24,중앙/24,추가/24,반찬/23,국물/23,이웃/21,기타/20,식당/20,복사/20,강화/20,위치/20,본문/20,기능/20,진짜/19,인천/19,시간/18,메뉴/18,인천광역시/18,가족/18,음식/16,테이블/16,밴댕이/16,여행/15,볶음밥/15,튀김/15,휴무/14,메뉴판/14,딱지/14,저희/14,김치/13,추천/13,손님/13,정도/13,생각/13,조금/12,사진/12,하나/12,내가면 /1,한식/1,외포리꽃게집/1,강화군 /1",https://ldb-phinf.pstatic.net/20191116_51/1573904099154EMghR_JPEG/P37uuvLA7fsfXM54hM3YBnqg.jpg,https://ldb-phinf.pstatic.net/20151230_187/1451476772030tQmEx_JPEG/167180608949133_13.jpeg
159,590,음식,한식,우미가든,인천 남동구 남동대로916번길 54,032-425-7097,126.711268,37.4635945,,"있음(3대, 주차요금 무료)",매주 월요일 휴무,"11:00~22:00
브레이크 타임 없음",,"있음 (남녀구분, 업소외부 위치)",,,,,"돼지갈비정식, 소불고기쌈밥",가능,,,,"우미/100,가든/90,맛집/57,간석동/51,고기/40,돼지갈비/36,인천/34,쌈밥/33,갈비/33,불고기/31,가격/26,위치/25,방문/23,추가/23,우리/21,사람/20,시간/19,복사/19,이웃/19,기타/18,본문/18,기능/18,메뉴/17,사진/16,추천/16,아주/16,점심/16,정식/16,가게/15,가성/15,번길/15,주차/15,커튼/15,정말/15,남동대로/15,남동구/15,조금/14,반찬/14,휴무/14,종류/14,정도/13,허브/13,오늘/13,오거리/12,인천광역시/12,블라인드/12,계란찜/12,기본/11,정보/11,상추/11,우미가든/1,음식/1,한식/1,남동구 /1",https://modo-phinf.pstatic.net/20191122_243/1574385555554gfs76_JPEG/mosahBiq9o.jpeg,https://ldb-phinf.pstatic.net/20190403_48/1554303104198snlYj_JPEG/L7qfC0DiqF79ES9HMK6y8KsN.jpeg.jpg
160,593,음식,한식,하늘가든,인천 옹진군 영흥면 영흥로251번길 24,032-886-3916,126.484815,37.2577519,,"있음(약 50대, 주차요금 무료)",연중무휴(휴무일 생길 예정(미정)),"10:00~20:00
브레이크 타임 15:00~17:00",,"있음 (남녀구분, 업소내부 위치)","메뉴판 내 영문, 일어 표기, 영어 회화 가능 직원 있음",,,,바지락고추장찌개,가능,,,,"백숙/184,하늘가/128,바지락/90,영종도/85,맛집/82,찌개/74,고추장/74,오리/66,영흥도/60,국물/54,하늘/53,누룽지/51,시간/48,메뉴/43,주문/37,식당/36,방문/36,예약/36,육수/34,바로/34,가든/34,수제비/32,정말/32,추가/31,키트/30,정도/30,바다/29,주차/27,능이/26,번길/25,인천광역시/24,인천/24,닭백숙/23,미리/23,테이블/23,로스/23,사진/22,아주/22,밑반찬/22,이웃/22,식사/22,재료/21,기능/21,사장/21,능이버섯/21,저희/21,보신/21,기타/20,복사/20,본문/20,음식/1,하늘가든/1,한식/1,옹진군 /1,영흥면 /1",http://tong.visitkorea.or.kr/cms/resource/31/2786631_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1945903_image2_1.jpg
161,597,음식,한식,용흥궁식당,인천 강화군 강화읍 동문안길21번길 22,032-933-8070,126.484888,37.7478446,,있음(무료),연중무휴,"10:30~20:00
브레이크 타임 없음",,"있음 (남녀구분, 업소내부 위치)",,,,,"젓국갈비, 한방오리백숙",가능,,,,"식당/166,갈비/147,강화도/145,용흥궁/140,젓국/124,맛집/77,새우젓/60,강화/59,음식/50,강화군/43,인천광역시/34,주차/33,고기/32,국물/32,방직/30,강화읍/30,주차장/30,사진/29,추가/29,근처/27,바로/27,김치/26,기행/26,인천/25,메뉴/24,반찬/23,순무/22,여행/22,번길/22,사장/22,동문/22,고려/21,우리/21,느낌/21,생각/20,기능/20,기타/19,카페/19,복사/19,이웃/19,본문/19,안길/19,성당/19,추천/18,주문/18,정말/18,골목/18,궁지/17,젓갈/17,사람/17,한식/1,용흥궁식당/1,강화군 /1,강화읍 /1",https://img.siksinhot.com/place/1646903919635051.jpg,https://ldb-phinf.pstatic.net/20211202_289/1638428157329Y6EOD_JPEG/KakaoTalk_20211201_181235817.jpg
162,604,음식,한식,훈장골,인천 중구 신도시남로 28,032-746-6200,126.484509,37.4927299,,"있음(60대, 주차요금 무료)",연중무휴,11:00~22:00,,"있음 (남녀구분, 업소내부 위치)",메뉴판 내 영문 표기,,,,갈비구이,가능(고기 메뉴 한정),,,,"훈장/218,갈비/134,양념/126,고기/120,맛집/94,하남/78,구이/63,가족/57,식사/57,평택/53,돼지갈비/52,된장찌개/47,냉면/47,주문/40,방문/39,메뉴/38,반찬/36,경기도/36,저희/36,정말/34,식당/32,직원/31,점심/31,회식/30,추가/30,주차/28,먹기/26,특선/26,포장/26,샐러드/26,돼지/26,예약/26,후식/25,인분/25,밑반찬/24,판매/24,숯불/23,생각/23,선물/22,김포/22,주차장/22,모임/21,돌솥밥/21,여기/21,기타/20,아주/20,복사/20,이웃/20,본문/20,기능/20,중구 /1,음식/1,훈장골/1,한식/1",http://tong.visitkorea.or.kr/cms/resource/27/2745527_image2_1.jpg,http://post.phinf.naver.net/MjAxNzA4MDdfNDMg/MDAxNTAyMTA3ODAyODkx.YKMgsVcwCl5w9bpGv6_5DIPex4dNuRLaeDbdKBMtceAg.nje01yZdETycVf-hSiCChrXTwDrbDa4_JcFVYYMjBYMg.JPEG/IDFcRerVXNR4EYh306hs8uXAk5lE.jpg
163,608,음식,한식,우판등심,인천 연수구 청량로 61,032-816-7788,126.658555,37.4140639,,있음(100대)/무료,명절 당일 휴무,"10:00~22:00
/브레이크타임 없음",,"남녀구분, 업소내부 위치","메뉴판 내 영문, 일본어 표기 영어, 일본어, 중국어 회화 가능 직원 있음",,,,한우생등심,"가능(2인분부터 포장 가능,10% 할인 제공)",,,,"등심/339,한우/139,고기/137,맛집/98,된장/79,볶음밥/70,수원/61,인분/60,깍두기/60,송도/47,추가/47,원점/44,방문/43,인천/41,소고기/40,직원/40,예약/39,양파/38,주문/38,진짜/34,주차/34,시간/32,메뉴/32,식사/32,평일/31,회식/30,국물/29,런치/29,양배추/28,점심/27,기름/25,열무/25,국수/24,가족/24,정도/23,소금/23,마무리/22,테이블/22,기타/20,복사/20,이웃/20,본문/20,기능/20,자리/19,경기도/19,정말/19,위치/19,주차장/19,영통구/18,그냥/18,음식/1,한식/1,연수구 /1,우판등심/1",http://post.phinf.naver.net/MjAxNzA0MTdfMjcw/MDAxNDkyNDAzNTkyOTc2.8NRe7F-7RJVK64Xi41cP19BgpkP6qTJI5V2DUz1vfzEg.PlpRZxOCvIABWpQEKo8CWb5apyhGxT04v67MzwSP0tMg.JPEG/IrjXwjdF9lXB2Ab_RJBYsBN6e72E.jpg,"https://mp-seoul-image-production-s3.mangoplate.com/2140682_1680862262943843.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
164,611,음식,한식,육교추어탕,인천 남동구 수인로 3548,032-466-3337,126.765695,37.4435449,,있음(약20대)/무료,"명절 전날, 당일 휴무","9:30~21:00
/브레이크타임 없음",,"남녀공용, 업소외부 위치",,,,,추어탕,가능,,,,"추어탕/433,육교/196,맛집/112,고추장/86,인천/57,공원/45,인천대/44,반찬/41,추어/35,소래산/30,수제비/28,남동구/28,솥밥/25,무쇠/23,수인로/22,등산/22,마을/22,기타/20,추가/20,김치/19,복사/19,이웃/19,본문/19,기능/19,직접/19,인천광역시/18,누룽지/17,튀김/17,음식/16,인분/16,메뉴/16,정말/16,위치/16,국수/15,바로/15,느낌/15,미꾸라지/14,아주/14,정도/14,그릇/13,시간/13,돌솥밥/12,멸치/12,사람/12,국물/12,연락/11,식당/11,완전/11,오늘/11,한번/10,한식/1,남동구 /1,육교추어탕/1",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d407e5ce-5b88-4a77-ab47-25ff37dcee32,https://modo-phinf.pstatic.net/20200506_235/1588741372185dTXnG_PNG/mosaRPfK2S.png
165,614,음식,한식,이학갈비,인천 연수구 먼우금로 208,032-815-4664,126.67739,37.4158224,,있음(60대)/무료,연중무휴,11:00~22:00/브레이크타임 없음,,"남녀구분, 업소내부 위치","메뉴판 내 영문 표기, 영어 회화 가능 직원 있음",,,,"갈비, 냉면",가능,,,,"갈비/389,이학/253,고기/132,김포/117,맛집/117,냉면/88,주문/69,양념/60,돼지갈비/57,식사/56,점심/53,불고기/48,가족/47,메뉴/42,반찬/37,산본/37,인분/33,시간/33,방문/33,예약/32,추가/32,버섯/31,후식/30,소갈비/30,저희/30,연수동/29,함흥/29,된장찌개/28,모임/28,회식/28,우리/28,먹기/27,식당/27,하나/27,갈비탕/26,돼지/26,정말/25,샐러드/24,인천/24,양파/23,직원/22,테이블/22,이웃/22,여기/22,경기도/21,주차/21,기타/20,복사/20,본문/20,기능/20,이학갈비/1,음식/1,한식/1,연수구 /1",https://ldb-phinf.pstatic.net/20230215_238/1676461780277twa2h_JPEG/1676461759961.jpg,http://post.phinf.naver.net/MjAxODAxMTVfMjM4/MDAxNTE1OTk2ODM3NDAw.xJvc3yUTWgwGNDfsJ6-fEMpeq55BQ770pMzG30KyfpMg.TRmkQFjQqBkoN0128ackkcrXr05zTZ0xtXBSdBwEaVEg.JPEG/IW_68ifPJwYl5hssC5g5hjvc30iw.jpg
166,616,음식,한식,주안청주보쌈,인천 미추홀구 주안중로50번길 27-7,032-433-7632,126.68424,37.4631204,,있음/무료,명절 기간 휴무,"11:30~21:30
/브레이크 타임 없음",,"남녀구분, 업소내부 위치",영어 회화 가능 직원 있음,,,,보쌈,가능,,,,"보쌈/205,주안/106,청주/94,수제비/60,맛집/57,보리밥/32,본점/27,추가/24,고기/23,주문/22,김치/21,시간/19,기타/18,인천/18,복사/18,이웃/18,본문/18,칼국수/18,기능/18,미추홀/17,번길/16,인천광역시/16,마늘/16,국수/16,쟁반/16,돌솥비빔밥/15,브리/15,가격/15,소스/14,국물/14,파전/13,배추/13,바지락/12,메뉴/12,족발/12,겉절이/11,가게/11,정말/11,손님/11,하나/11,오늘/11,진짜/10,해물파전/10,여기/10,우리/10,정식/10,비빔밥/10,점심/9,배추김치/9,주차장/9,음식/1,한식/1,미추홀구 /1,주안청주보쌈/1",https://img.siksinhot.com/place/1483503880862763.jpg,"https://mp-seoul-image-production-s3.mangoplate.com/209877/565826_1465091845106_2958?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
167,619,음식,중식,중화원 (中華苑),인천 중구 차이나타운로44번길 20,032-777-8630,126.618362,37.4757104,,있음(공영 주차장)/유료,매주 화요일 휴무,"11:00~21:00
/브레이크 타임 없음",,"남녀공용, 업소내부 위치","메뉴판 내 영문, 중국어 표기/중국어 회화 가능 직원 있음",,,,"탕수육, 짜장면",가능,,,,"인천/29,차이나타운/22,공원/14,간짜장/11,볶음밥/8,달인/8,짜장면/8,짜장/8,자유/7,만두/7,신랑/7,음식/6,거리/6,중화/6,한국/5,메뉴/5,위치/5,중국/5,화교/5,자리/4,호텔/4,안녕/4,주문/4,부산/4,시간/4,지역/4,개항/4,식사/4,자장면/4,조금/3,소스/3,생활/3,우동/3,기념/3,최초/3,어머니/3,박물관/3,테이블/3,저녁/3,하나/3,차이나/3,바로/3,밴댕이/3,오늘/3,타운/3,어제/3,그냥/3,사람/3,국물/3,삼선/3,중구 /1,중화원 (中華苑)/1,중식/1",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA0MjhfODUg%2FMDAxNjgyNjU5Nzc1NDQ0.mPdfELdGTMKIrv4biCw0ry3kT6IasRY_BgHg8GSz1n8g.EmshagSVs48K9pOFptQC__UUt2V0hCDM0Q3B_F5sMKkg.JPEG.srwsuper%2F20230428%25A3%25DF142457.jpg=sc960_832,
168,622,음식,한식,초심,인천 남동구 하촌로 63,032-471-0300,126.733256,37.4535748,,있음(건물 앞 공용 주차장)/무료,매주 월요일 휴무,"11:30~22:00
/브레이크 타임 없음",,"남녀구분, 업소외부 위치","메뉴판 내 영문, 일어 표기/ 영어 회화 가능 직원 있음",,,,돼지 초심등갈비 숯불구이,가능,,,,"초심/184,삼겹살/124,스시/93,고기/75,마곡/64,마카/43,김치/42,사용/41,예약/40,노원/37,시간/36,비누/36,정성/35,추가/33,맛집/32,나루/31,생각/31,디너/30,런치/28,준비/27,카페/26,정말/26,주문/25,겹살/23,이웃/23,정도/23,스터디/23,진짜/22,이용/22,와사비/22,마음/21,마곡나루역/21,방문/21,기타/20,가격/20,복사/20,위치/20,본문/20,기능/20,공부/19,테이블/19,소금/19,골프/18,사진/17,서울/17,초밥/17,처음/17,바위/17,사람/17,다음/16,음식/1,한식/1,남동구 /1",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjAzMjVfMTMx%2FMDAxNjQ4MjEyODEzODM5.zAJDb6RkIXUWhAv7hm_HEbY6yhun-koQuJTMIR3EB_Mg.ismkD28nX2jvNMa7eUMToWHMNb5N6zGliyhp2FMDeGwg.JPEG.smyoung1001%2FIMG_1160.jpg=sc960_832,https://ldb-phinf.pstatic.net/20211003_102/1633259558065yhm8t_JPEG/snB9ASfL42bm4optqMgqtjyg.JPG.jpg
